"Datum","Wiki/WHO","90870","1922","2.1608130593155552E-2","...6","...7","80304","130","47300","48190","42680","1.1471999999999999E-3","16...14","10566","706","...17","0.1908108108108108","58","...20","1433.6...21","Viral_Pot","5.9859999999999962","1575.6539999999995","12.214372093023252","0.63917525773195871...26","Value_Infectious","0.65747613997879117","1433.6...29","0.63917525773195871...30","120...31","2.1481481481481484...32","30","16...34","212.98199999999994","33...36","33...37","39.200000000000003","120...39","1.3529411764705883","1.4352941176470588","4.5647058823529409","2.1428571428571428","2.1481481481481484...44","1.0666666666666667","1.411764705882353E-5","89","133.5","1362.3999999999999","Free_Viral","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","0...65","...66","0...67","17","0.04","80","0.12","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","3.0552302941176462E-4","30.55230294117646","7.6380757352941158E-3","1.5276151470588232E-2"
2020-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30463,27344,1587.59999999999,1452.21260000001,3.497,155061.427,5.07843101528384,0.0624626581934715,0.0844799585965661,"8.7927211560517166E-2","1587.599999999994","6.2462658193471458E-2",1536,1.02964239843169,NA,50,135.288,36,"36","40.4",30533,"3.3411764705882354",9.15294117647059,"2505.2588235294111","1.0261468660729289","1.002732060566162","1.00513086","3.5921176470588233E-3","511",1226.4,1163.46999999999,1028.08260000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1593.18",0.053,"-59.819999999999936","6",2.88,"41","36.759999999999771","1589","1583.925",NA,NA,NA,NA,NA,NA,NA,NA,0.000120950894117648,12.0950894117648,0.0030237723529412,0.00604754470588239
2020-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30514,27510,1526.39999999999,1353.18280000001,3.439,155116.492,5.07391975052882,0.0660066006600662,0.0903729151606251,"9.2345078979344186E-2","1526.3999999999942","6.6006600660066181E-2",1405,1.02723447231106,NA,51,137.973,37,"37","34.200000000000003",30570,"3.2352941176470584",8.4,"2508.4941176470579","1.0239147909967845","1.0033209482786967","1.00513086","3.5964705882352943E-3","525",1312.5,1088.89999999999,915.682800000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1596.6780000000001",0.053,"-58.321999999999889","3",3.16,"41","37.479999999999777","1595","1588.0725",NA,NA,NA,NA,NA,NA,NA,NA,0.000107727388235295,10.7727388235295,0.00269318470588237,0.00538636941176474
2020-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30572,27591,1439.59999999999,1294.40170000001,3.381,155159.848,5.07019665167144,0.0552847461657355,0.0741086831189791,"7.4435729149992261E-2","1439.599999999994","5.528474616573549E-2",1360,1.02532112553241,NA,58,151.7,41,"41","28.2",30611,"3.0235294117647058",7.90588235294118,"2511.5176470588226","1.0224456394669161","1.0035781111512327","1.00513086","3.6012941176470589E-3","472",1213.71428571429,1045.14285714285,899.944557142864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600.9710000000002",0.053,"-59.028999999999769","3",1.84,"38","32.399999999999778","1603","1590.4875",NA,NA,NA,NA,NA,NA,NA,NA,0.000105875830252102,10.5875830252102,0.00264689575630254,0.00529379151260508
2020-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30587,27651,1391.59999999999,1261.22340000001,3.323,155280.718,5.07039079183673,0.0415165761035473,0.0535073743625156,"5.421800821907815E-2","1391.599999999994","4.1516576103547337E-2",1314,1.02280555091122,NA,15,55.065,15,"15","27.8",30626,"2.7411764705882353",7.52941176470588,"2514.2588235294106","1.0213432935369839","1.0023923444976077","1.00513086","3.6030588235294119E-3","441",1157.625,1022.26249999999,891.885900000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1603.3030000000001",0.053,"-57.696999999999889","3",2.36,"39","28.639999999999777","1603","1593.585",NA,NA,NA,NA,NA,NA,NA,NA,0.000104927752941177,10.4927752941177,0.00262319382352943,0.00524638764705886
2020-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30597,27820,1362.39999999999,1160.08100000001,3.265,155406.61,5.07113459363035,0.0393700787401576,0.0494968800205212,"5.0728881157893826E-2","1362.3999999999942","3.9370078740157591E-2",1153,1.02054634601915,NA,12,43.356,12,"12","27.6",30638,"2.6941176470588237",7.41176470588235,"2516.9529411764693","1.0209944014929353","1.0008177417244537","1.00513086","3.6044705882352941E-3","377",1005.33333333333,1046.13888888888,843.819888888895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1606.1650000000002",0.053,"-58.834999999999809","5",1.56,"37","25.519999999999776","1603","1595.6324999999999",NA,NA,NA,NA,NA,NA,NA,NA,9.92729281045759e-05,9.92729281045759,0.0024818232026144,0.0049636464052288
2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30618,27970,1266.39999999999,1044.67120000001,3.207,155506.341,5.06986701514921,0.0593300050647567,0.0747122918825497,"7.759726075360851E-2","1266.3999999999942","5.9330005064756719E-2",1034,1.02029391182645,NA,34,120.87,34,"34","25.2",30672,"2.552941176470588",6.75294117647059,"2519.5058823529398","1.0190710346202405","1.0010135024683688","1.00513086","3.6084705882352941E-3","343",926.1,978.279999999994,756.551200000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1608.2320000000002",0.053,"-59.767999999999802","4",0.64,"38","22.119999999999777","1614","1596.4724999999999",NA,NA,NA,NA,NA,NA,NA,NA,8.90060235294125e-05,8.90060235294125,0.00222515058823531,0.00445030117647063
2020-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30658,28083,1152.79999999999,938.595200000007,3.149,155543.532,5.06562953635051,0.0797294032374973,0.10145156835005,"0.10762419587603701","1152.799999999994","7.9729403237497262E-2",953,1.01989354624085,NA,36,125.892,36,"36","24.4",30708,"2.4823529411764707",6.32941176470588,"2521.9882352941163","1.0178322837255551","1.0019936595091021","1.00458465","3.6127058823529411E-3","318",874.5,885.149999999994,670.945200000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1610.14",0.053,"-61.8599999999999","2",1.84,"38","20.639999999999777","1630","1598.8875",NA,NA,NA,NA,NA,NA,NA,NA,7.89347294117655e-05,7.89347294117655,0.00197336823529414,0.00394673647058828
2020-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30694,28184,1046.39999999999,847.925600000007,3.091,155606.669,5.06350815137808,0.0667603654251584,0.0873404636249435,"9.2190694371819246E-2","1046.3999999999942","6.6760365425158383E-2",881,1.01885414592047,NA,29,99.731,29,"29","25.8",30737,"2.4",5.74117647058824,"2524.3882352941164","1.0161327647194949","1.0024822000130642","1.00458465","3.6161176470588235E-3","315",877.5,780.899999999994,582.425600000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1611.8890000000001",0.053,"-60.110999999999876","2",1.68,"34","20.439999999999777","1638","1601.0925",NA,NA,NA,NA,NA,NA,NA,NA,6.85206588235302e-05,6.85206588235302,0.00171301647058826,0.00342603294117651
2020-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30707,28262,958.799999999994,753.102900000007,3.033,155652.379,5.06175624376707,0.0541582522489446,0.0713508068888495,"7.4770965827473876E-2","958.79999999999416","5.4158252248944598E-2",809,1.01655245472904,NA,11,37.191,11,"11","21.8",30748,"2.0941176470588236",5.32941176470588,"2526.4823529411751","1.0149529625350717","1.0015982777741537","1.0011889","3.6174117647058824E-3","328",922.5,682.049999999994,476.352900000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1614.5390000000002",0.053,"-62.460999999999785","3",1.44,"32","20.99999999999978","1638","1602.9824999999998",NA,NA,NA,NA,NA,NA,NA,NA,5.60415176470596e-05,5.60415176470596,0.00140103794117649,0.00280207588235298
2020-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30725,28308,868.399999999994,762.048000000007,2.975,155684.449,5.06038557467279,0.0419687142312096,0.0549448833196054,"5.6527219815268523E-2","868.39999999999429","4.1968714231209639E-2",781,1.01566890350732,NA,19,63.137,19,"19","16.600000000000001",30767,"1.8352941176470587",4.85882352941177,"2528.3176470588223","1.0136061145153852","1.0010099693751222","1.0011889","3.6196470588235295E-3","293",879,619.349999999994,512.998000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1617.2420000000002",0.053,"-60.757999999999811","4",1.48,"35","18.879999999999779","1641","1604.925",NA,NA,NA,NA,NA,NA,NA,NA,6.03527058823537e-05,6.03527058823537,0.00150881764705884,0.00301763529411769
2020-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30736,28329,893.999999999994,810.874200000007,2.9518,155731.684,5.05956369464689,0.0427818127549499,0.0542139439000828,"5.645486942851239E-2","893.99999999999432","4.2781812754949945E-2",773,1.01422207556509,NA,14,45.71,14,"14","13.8",30781,"1.8235294117647056",4.56470588235294,"2530.1411764705872","1.0127660974566512","1.0009444100693652","1.0011889","3.6212941176470589E-3","270",810,664.499999999994,581.374200000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1620.3160000000003",0.053,"-58.683999999999742","1",1.64,"30","17.63999999999978","1641","1607.0774999999999",NA,NA,NA,NA,NA,NA,NA,NA,6.83969647058832e-05,6.83969647058832,0.00170992411764708,0.00341984823529416
2020-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30746,28419,968.799999999994,758.386200000007,2.9286,155787.322,5.05923451471129,0.041252379944997,0.0510922431224752,"5.3616190562023255E-2","968.79999999999427","4.1252379944997024E-2",693,1.01324808858423,NA,10,32.07,10,"10","15.2",30791,"1.8",4.49411764705882,"2531.9411764705874","1.0125620704396725","1.0006834825061026","1.0011889","3.6224705882352943E-3","248",744,757.999999999994,547.586200000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1621.1110000000001",0.053,"-57.888999999999896","1",0.6,"28","15.079999999999782","1642","1607.865",NA,NA,NA,NA,NA,NA,NA,NA,6.44219058823537e-05,6.44219058823538,0.00161054764705884,0.00322109529411769
2020-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30761,28489,925.599999999994,660.438000000007,2.9054,155860.114,5.05924348362385,0.0496306555863345,0.0607141333307916,"6.5044831772131745E-2","925.59999999999434","4.9630655586334511E-2",636,1.01254114549045,NA,15,47.235,15,"15","16.2",30806,"1.5764705882352943",4.12941176470588,"2533.5176470588226","1.0115252011164013","1.0008133784487245","1.0011889","3.6242352941176469E-3","221",663,737.749999999994,472.588000000007,NA,NA,NA,NA,NA,NA,NA,NA,"14","58","2.7857142857142856","2.0172413793103448",NA,NA,"1621.6410000000001",0.053,"-59.358999999999924","1",0.48,"26","13.719999999999782","1648","1608.4949999999999",NA,NA,NA,NA,NA,NA,NA,NA,5.55985882352949e-05,5.55985882352949,0.00138996470588237,0.00277992941176475
2020-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30776,28566,822.399999999994,576.868500000007,2.8822,155952.339,5.05911694673327,0.0721975934135533,0.0893034655076159,"9.7099782803118123E-2","822.39999999999429","7.2197593413553279E-2",575,1.01193568539769,NA,18,55.638,18,"18","19.600000000000001",30824,"1.3647058823529412",3.84705882352941,"2534.8823529411757","1.0107223661343738","1.0009757366811942","1.0011889","3.6263529411764707E-3","195",585,656.649999999994,411.118500000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1622.7540000000001",0.053,"-60.245999999999867","5",1.36,"28","12.719999999999782","1649","1610.28",NA,NA,NA,NA,NA,NA,NA,NA,4.8366882352942e-05,4.8366882352942,0.00120917205882355,0.0024183441176471
2020-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30796,28612,731.599999999994,541.397300000007,2.859,156014.3268,5.0571358537455,0.101614699331849,0.13045031411664,"0.14022955385871505","731.59999999999434","0.10161469933184916",553,1.01093129370055,NA,24,72.792,24,"24","21.8",30848,"1.3058823529411765",3.70588235294118,"2536.188235294117","1.0103167065142633","1.0011378043626671","1.0011889","3.6291764705882355E-3","198",594,563.299999999994,373.097300000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1624.8740000000003",0.053,"-58.125999999999749","0",1.44,"23","12.599999999999781","1655","1612.1699999999998",NA,NA,NA,NA,NA,NA,NA,NA,4.38938000000008e-05,4.38938000000008,0.00109734500000002,0.00219469000000004
2020-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30828,28671,692.399999999994,543.207700000007,2.8358,156043.6128,5.05393501246936,0.111715419667794,0.146654438465009,"0.15463655323261746","692.39999999999429","0.11171541966779433",525,1.01029035852396,NA,31,92.2250000000001,31,"31","20.8",30879,"1.5411764705882351",3.63529411764706,"2537.7294117647052","1.0101079489695781","1.001689628281778","1.0011889","3.6328235294117647E-3","210",630,513.899999999994,364.707700000007,165,397,514.166666666661,364.974366666673,-45,"-233","0.7857142857142857",0.63015873015873,"22","67","1.6844919786096257","1.6593503072870941",NA,NA,"1626.7820000000002",0.053,"-56.217999999999847","4",1.16,"23","13.119999999999781","1657","1613.6924999999999",NA,NA,NA,NA,NA,NA,NA,NA,4.29067882352949e-05,4.29067882352949,0.00107266970588237,0.00214533941176475
2020-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30845,28710,707.599999999994,560.671000000007,2.8126,156063.9506,5.05121267680091,0.0908025776215589,0.117887719499738,"0.12145848127923309","707.59999999999434","9.0802577621558869E-2",507,1.00892973963103,NA,21,61.9878,21,"21","18.600000000000001",30900,"1.5647058823529412",3.4,"2539.2941176470581","1.0094410506027245","1.0015911157293156","1.0011889","3.6352941176470586E-3","207",621,531.649999999994,384.721000000007,164,406,530.066666666661,383.137666666673,-43,"-215","0.79227053140096615",0.65378421900161,NA,NA,NA,NA,NA,NA,"1627.4710000000002",0.053,"-55.528999999999769","2",0.44,"23","11.71999999999978","1657","1614.27",NA,NA,NA,NA,NA,NA,NA,NA,4.52612941176479e-05,4.52612941176479,0.0011315323529412,0.00226306470588239
2020-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30862,28726,741.599999999994,574.842400000007,2.7894,156072.5972,5.04942240771296,0.0545115478410561,0.0683137891922223,"7.0362226594144761E-2","741.59999999999434","5.4511547841056135E-2",501,1.00899074770327,NA,10,29.286,10,"10","14.4",30910,"1.5176470588235293",3.34117647058824,"2540.8117647058816","1.0092731665904786","1.0011028934734656","1.0011889","3.636470588235294E-3","192",576,578.399999999994,411.642400000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1628.4250000000002",0.053,"-54.574999999999818","3",0.76,"24","10.79999999999978","1657","1615.2674999999999",NA,NA,NA,NA,NA,NA,NA,NA,4.84285176470596e-05,4.84285176470596,0.00121071294117649,0.00242142588235298
2020-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30871,28772,767.999999999994,570.471900000007,2.7662,156135.4952,5.05036805071862,0.0294464075382805,0.0365721073431182,"3.7167812674224421E-2","767.99999999999432","2.9446407538280515E-2",462,1.00895512631957,NA,7,20.3378,7,"7","12.6",30917,"1.4823529411764704",3.28235294117647,"2542.2941176470581","1.0091063385338468","1.0008429242989139","1.0011889","3.6372941176470589E-3","173",519,620.949999999994,423.421900000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1629.0080000000003",0.053,"-53.991999999999734","3",0.56,"24","9.9199999999997814","1657","1616.0024999999998",NA,NA,NA,NA,NA,NA,NA,NA,4.98143411764714e-05,4.98143411764714,0.00124535852941178,0.00249071705882357
2020-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30874,28814,769.999999999994,542.541600000007,2.743,156200.7186,5.05073514265081,0.0516212292305214,0.0649572236342704,"6.538284721867553E-2","769.99999999999432","5.1621229230521398E-2",423,1.00836109478085,NA,3,8.6466,3,"3","13",30920,"1.3411764705882352",2.91764705882353,"2543.6352941176465","1.0080855503390715","1.0003888276845312","1.0011889","3.6376470588235293E-3","169",507,626.349999999994,398.891600000007,NA,NA,NA,NA,NA,NA,NA,NA,"18","47","1.6568627450980393","1.9036295369211513",NA,NA,"1629.5380000000002",0.053,"-53.461999999999762","0",0.4,"20","8.8399999999997814","1657","1616.5274999999999",NA,NA,NA,NA,NA,NA,NA,NA,4.69284235294126e-05,4.69284235294126,0.00117321058823531,0.00234642117647063
2020-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30893,28850,739.199999999994,489.471200000007,2.7198,156248.5328,5.04966872138494,0.0854700854700861,0.110077324718463,"0.11073622285664958","739.19999999999436","8.5470085470086124E-2",409,1.00766520973319,NA,22,62.898,22,"22","14.4",30942,"1.3882352941176472",2.75294117647059,"2545.0235294117642","1.007620164126612","1.0007126429334974","1.0011889","3.6402352941176472E-3","153",459,609.149999999994,359.421200000007,164,406,561.666666666661,311.937866666673,11,"-53","1.0718954248366013",0.884531590413943,"18","47","1.5","1.7234042553191489",NA,NA,"1630.3330000000001",0.053,"-52.666999999999916","0",0.6,"19","7.7999999999997804","1660","1617.3149999999998",NA,NA,NA,NA,NA,NA,NA,NA,4.22848470588243e-05,4.22848470588243,0.00105712117647061,0.00211424235294122
2020-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30913,28887,673.599999999994,466.007100000007,2.6966,156290.3738,5.04764957529955,0.11634452993057,0.154281812496652,"0.15414737234670889","673.59999999999434","0.11634452993056951",395,1.00713494494038,NA,23,65.2234,23,"23","16",30965,"1.3764705882352941",2.68235294117647,"2546.3999999999996","1.0074177701141946","1.0012631988080585","1.0011889","3.6429411764705884E-3","161",483,536.749999999994,329.157100000007,116,360,545.599999999994,338.007100000007,-45,"-123","0.72049689440993792",0.745341614906832,"19","68","1.4953560371517027","1.2534602076124568",NA,NA,"1631.1280000000002",0.053,"-51.871999999999844","2",0.72,"20","7.9199999999997814","1660","1618.26",NA,NA,NA,NA,NA,NA,NA,NA,3.87243647058831e-05,3.87243647058831,0.000968109117647078,0.00193621823529416
2020-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30936,28928,652.399999999994,430.295100000007,2.6734,156318.0358,5.04555546780857,0.102726933134106,0.138944665869652,"0.13547215123618478","652.39999999999429","0.10272693313410615",371,1.00745758296154,NA,17,47.8142,17,"17.424999999999997","17.399999999999999",30982,"1.2117647058823529",2.75294117647059,"2547.6117647058818","1.0076102510732405","1.001391901077914","1.0011889","3.6449411764705882E-3","174",522,504.499999999994,282.395100000007,106,416,532.533333333328,310.42843333334,-68,"-106","0.60919540229885061",0.796934865900383,"19","68","1.6160990712074301","1.3546712802768166",NA,NA,"1632.1880000000001",0.053,"-50.811999999999898","3",0.96,"22","8.3999999999997819","1660","1619.52",NA,NA,NA,NA,NA,NA,NA,NA,3.32229529411772e-05,3.32229529411772,0.000830573823529431,0.00166114764705886
2020-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30956,28943,608.399999999994,462.199800000007,2.6502,156337.2368,5.04389596713483,0.0757712430092014,0.101741572932095,"9.7053726169844978E-2","608.39999999999429","7.5771243009201378E-2",371,1.00751830756713,NA,15,41.841,15,"15.374999999999998","14.4",30997,"1.1411764705882352",2.70588235294118,"2548.7529411764699","1.0074755419767933","1.0013910005499305","1.0011889","3.6467058823529412E-3","176",528,458.799999999994,312.599800000007,115,424,479.266666666661,333.066466666673,-61,"-104","0.65340909090909094",0.803030303030303,NA,NA,NA,NA,NA,NA,"1633.8840000000002",0.053,"-49.115999999999758","0",1.24,"17","8.2799999999997826","1661","1621.1475",NA,NA,NA,NA,NA,NA,NA,NA,3.67764470588243e-05,3.67764470588243,0.000919411176470608,0.00183882235294122
2020-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30965,28954,659.999999999994,507.632820000007,2.627,156405.2318,5.04435373153583,0.0561502017897881,0.0731774681987056,"7.011009475817559E-2","659.99999999999432","5.61502017897881E-2",369,1.00745054659032,NA,10,27.662,10,"10.25","14.8",31007,"1.1411764705882352",2.65882352941176,"2549.894117647058","1.0073421916117085","1.0009374191880009","1.0011889","3.6478823529411766E-3","173",519,512.949999999994,360.582820000007,115,414,531.199999999994,378.832820000007,-58,"-105","0.66473988439306353",0.797687861271676,NA,NA,NA,NA,NA,NA,"1634.7850000000001",0.053,"-49.214999999999918","0",0.84,"17","7.679999999999783","1661","1622.25",NA,NA,NA,NA,NA,NA,NA,NA,4.24215082352949e-05,4.24215082352949,0.00106053770588237,0.00212107541176475
2020-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30972,28988,730.799999999994,587.845020000007,2.6038,156434.8944,5.04303334622823,0.0737748111716148,0.0941527975189373,"9.0495300169679507E-2","730.79999999999427","7.3774811171614815E-2",342,1.007350549665,NA,7,19.201,7,"7.1749999999999989","13.6",31014,"1.1411764705882352",2.62352941176471,"2551.0352941176461","1.0072423760189666","1.0005168626437524","1.0011889","3.6487058823529411E-3","159",477,595.649999999994,452.695020000007,115,414,601.999999999994,459.045020000007,-44,"-63","0.72327044025157228",0.867924528301887,"19","68","1.4767801857585139","1.2378892733564013",NA,NA,"1635.6860000000001",0.053,"-48.313999999999851","0",0.4,"13","6.9199999999997832","1661","1622.7749999999999",NA,NA,NA,NA,NA,NA,NA,NA,5.32582376470596e-05,5.32582376470596,0.00133145594117649,0.00266291188235298
2020-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30988,29023,853.199999999994,556.175840000007,2.5806,156499.056,5.04277164001159,0.0787978742899035,0.0998100504284066,"9.7051770348428074E-2","853.19999999999436","7.8797874289903494E-2",331,1.0073794740093,NA,25,67.995,25,"25.624999999999996","15.4",31039,"1.4",2.74117647058824,"2552.4352941176462","1.0075634616633122","1.0007427740997901","1.0011889","3.6516470588235294E-3","135",405,738.449999999994,441.425840000007,116,416,723.333333333328,426.30917333334,-19,"11","0.85925925925925928",1.02716049382716,"16","37","1.4889705882352939","1.931637519872814",NA,NA,"1636.1630000000002",0.053,"-48.836999999999762","1",0.28,"12","6.7599999999997831","1663","1623.1424999999999",NA,NA,NA,NA,NA,NA,NA,NA,5.19324517647067e-05,5.19324517647067,0.00129831129411767,0.00259662258823533
2020-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31011,29052,812.799999999994,521.899300000007,2.5574,156565.311,5.04165744984596,0.11621150493899,0.150062084477002,"0.145419292292779","812.79999999999427","0.11621150493898992",313,1.00763582011957,NA,11,29.6626,11,"11.274999999999999","18.399999999999999",31050,"1.2705882352941176",2.65882352941176,"2553.7058823529405","1.0073319491305477","1.0012592018597444","1.0011889","3.6529411764705884E-3","139",417,694.649999999994,403.749300000007,106,363,694.699999999994,403.799300000006,-33,"-54","0.76258992805755399",0.870503597122302,"16","37","1.5330882352941175","1.9888712241653419",NA,NA,"1636.3220000000001",0.053,"-48.677999999999884","0",0.12,"9","6.1199999999997834","1675","1623.3",NA,NA,NA,NA,NA,NA,NA,NA,4.74999176470596e-05,4.74999176470596,0.00118749794117649,0.00237499588235298
2020-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31044,29062,769.199999999994,554.515060000007,2.5342,156654.629,5.04128688199264,0.12406947890819,0.166632783143181,"0.15999466684444033","769.19999999999436","0.12406947890818969",326,1.00805299389531,NA,24,64.1616,24,"24.599999999999998","23.8",31074,"1.2823529411764705",2.65882352941176,"2554.9882352941172","1.007326244813278","1.001807151155286","1.0011889","3.6557647058823532E-3","140",420,650.199999999994,435.515060000007,116,431,638.833333333328,424.14839333334,-24,"11","0.82857142857142863",1.02619047619048,"20","64","1.2352941176470587","1.1580882352941178",NA,NA,"1637.3290000000002",0.053,"-48.670999999999822","1",0.88,"7","6.4399999999997828","1675","1624.4549999999999",NA,NA,NA,NA,NA,NA,NA,NA,5.12370658823537e-05,5.12370658823537,0.00128092664705884,0.00256185329411769
2020-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31063,29081,826.799999999994,565.429500000006,2.511,156680.667,5.03763960517008,0.172844648063309,0.240103576035106,"0.22489415749365207","826.79999999999427","0.17284464806330851",332,1.00762294018425,NA,25,66.255,25,"25.624999999999996","20.8",31099,"1.3764705882352941",2.58823529411765,"2556.3647058823526","1.0071245830499693","1.001676824352649","1.0011889","3.6587058823529411E-3","157",471,693.349999999994,431.979500000006,123,420,689.799999999994,428.429500000006,-34,"-51","0.78343949044585992",0.89171974522293,"20","64","1.3852941176470588","1.2987132352941175",NA,NA,"1638.3890000000001",0.053,"-47.610999999999876","1",0.92,"8","6.9599999999997824","1677","1625.6624999999999",NA,NA,NA,NA,NA,NA,NA,NA,5.08211176470596e-05,5.08211176470596,0.00127052794117649,0.00254105588235298
2020-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31094,29095,849.999999999994,581.721600000006,2.4878,156711.6342,5.03491194216867,0.138055222088837,0.191364654253341,"0.17608778869465552","849.99999999999432","0.13805522208883672",352,1.00807262117037,NA,34,89.318,34,"34.849999999999994","21",31133,"1.5999999999999999",2.74117647058824,"2557.9647058823525","1.0075404530744336","1.0016106171885066","1.0011889","3.6627058823529412E-3","179",537,697.849999999994,429.571600000006,136,448,699.066666666661,430.788266666673,-43,"-89","0.75977653631284914",0.834264432029795,NA,NA,NA,NA,NA,NA,"1639.6080000000002",0.053,"-46.391999999999825","1",0.68,"9","7.0399999999997824","1677","1626.5549999999998",NA,NA,NA,NA,NA,NA,NA,NA,5.05378352941184e-05,5.05378352941184,0.00126344588235296,0.00252689176470592
